id,name,category_id,price,quantity,created_at,barcode,is_deleted,deleted_at,unit
1596,PARACETAMOL CALPO 2-6 YEARS STRAWBERRY 100ML,28,157,1,2025-09-06 08:15:18.096398+00,4800318002385,false,,pcs
1597,EFFICASCENT OIL METHYL SALICYLATE CAMPHOR + MENTHOL 50ML,28,51.75,2,2025-09-06 08:26:20.419079+00,4800011133331,false,,pcs
1598,EFFICASCENT OIL METHYL SALICYLATE CAMPHOR + MENTHOL 25MLL,28,28.5,1,2025-09-06 08:30:32.435239+00,48031547,false,,pcs
1599,EFFICASCENT OIL METHYL SALICYLATE CAMPHOR + MENTHOL 100ML,28,99,2,2025-09-06 08:31:39.084142+00,4800011133348,false,,pcs
1600,EFFICASCENT OIL EXTRA STRENGTH METHYL SALICYLATE CAMPHOR + MENTHOL 100ML,28,130,3,2025-09-06 08:35:18.752391+00,4800011133447,false,,pcs
1602,ACEITE DE MANZANILLA ANTIFLATULENT 100ML,28,44,0,2025-09-06 08:42:45.607373+00,4800011159041,false,,pcs
1603,EFFICASCENT OIL EXTREME METHYL SALICYLATE CAMPHOR + MENTHOL WITH LAVENDER SCENT (100ML),28,136,1,2025-09-06 08:45:48.847731+00,4800011132945,false,,pcs
1604,DOVE MEN + CARE INVISIBLE DRY ANTIPERSPIRANT 150ML,28,227,0,2025-09-06 08:50:00.186543+00,9300830022045,false,,pcs
1605,AXE GOLD TEMPTATION DEODORANT BODYSPRAY 50ML,28,129,1,2025-09-06 09:01:59.003567+00,8851932323901,false,,pcs
1606,AXE GOLD TEMPTATION DEODORANT BODYSPRAY 135ML,28,279,3,2025-09-06 09:02:49.793208+00,9300830019380,false,,pcs
1607,AXE ICE CHILL DEODORANT BODYSPRAY 135ML,28,279,1,2025-09-06 09:03:39.397573+00,9300830049073,false,,pcs
1608,AXE DARK TEMPTATION BODYSPRAY 135ML,28,279,0,2025-09-06 09:04:39.18343+00,4800888141125,false,,pcs
1609,REXONA DRY SERUM SAKURA RADIANCE 40ML,28,265,1,2025-09-06 09:08:58.041479+00,4800888210470,false,,pcs
1610,MILCU 2IN 1 UNDERARM & FOOT DEODORANT POWDER 40G,28,70,1,2025-09-06 09:10:07.102249+00,4809010508898,false,,pcs
1611,AOKIE SHOESHINE BLACK SCHWARZ 65ML,28,50,4,2025-09-06 09:12:16.501064+00,6927800422853,false,,pcs
1612,JUICY ORANGE TWIST COLOGNE 75ML,28,45,1,2025-09-06 09:13:22.762062+00,4806507834799,false,,pcs
1613,JUICY ANGLE'S BLISS COLOGNE 50ML,28,35,1,2025-09-06 09:14:10.841328+00,4806507831866,false,,pcs
1614,JUICY ICYLICIOUS COLOGNE 75ML,28,45,1,2025-09-06 09:15:56.424792+00,4806507834782,false,,pcs
1617,MEDIC PREGNANCY TEST KIT  CASSETTE,28,188,1,2025-09-06 09:22:09.361145+00,4806014627662,false,,pcs
1620,TRUST PILL TABLET HORMONAL CONTRACEPTIVE (75MG),28,69,1,2025-09-06 09:28:23.434842+00,4800064610414,false,,pcs
1621,CLOTRIMAZOLE ANTIFUNGAL CREAM (3G),28,171,1,2025-09-06 09:32:57.173458+00,4801962202763,false,,pcs
1622,MEFENAMIC ACID PONSER (60ML),28,125,3,2025-09-06 09:35:52.660699+00,4806505590383,false,,pcs
1623,IBUPROFEN ADVIL ANTIPYRETIC/ANALGESTIC (60ML),28,114,3,2025-09-06 09:38:50.584138+00,4800318001517,false,,pcs
1624,UNILAB AMBROXOL HCI EXPEL SYRUP (60ML),28,167,0,2025-09-06 09:41:21.801769+00,4807788519870,false,,pcs
1625,UNILAB CARBOCISTEINE SOLMUX (60ML),28,157,1,2025-09-06 09:43:01.02255+00,4807788519702,false,,pcs
1626,GUAIFENESIN ROBITUSSIN SYRUP (60ML),28,130,2,2025-09-06 09:44:25.172595+00,4800318001920,false,,pcs
1627,UNILAB PHENYLEPHRINE HCI CHLORPHENAMINE MALEATE (60ML),28,160,3,2025-09-06 09:48:57.858204+00,4807788530882,false,,pcs
1628,SYMDEX-D SYRUP (60ML),28,100,1,2025-09-06 09:50:10.238012+00,4806502850022,false,,pcs
1629,PEDIALYTE GRAPE ELECTROLYTE DRINK (500ML),28,159,1,2025-09-06 09:51:41.261023+00,4800221736827,false,,pcs
1630,PEDIALYTE APPLE ELECTROLYTE DRINK (500ML),28,159,1,2025-09-06 09:52:47.836354+00,4800221677229,false,,pcs
1631,PEDIALYTE STRAWBERRY ELECTROLYTE DRINK (500ML),28,159,2,2025-09-06 09:53:23.35955+00,4800221750328,false,,pcs
1632,COLORED GLITTERS,28,10,13,2025-09-06 10:00:18.22833+00,6965184412022,false,,pcs
1633,GUITAR MATCH  10 BOXES,28,21,5,2025-09-06 10:01:43.639158+00,4800112010111,false,,pcs
1634,ARMAK STATIONERY TAPE 24MM,28,7,1,2025-09-06 10:04:16.535247+00,4806011610131,false,,pcs
1635,EAGLE DOUBLE ADHESIVE TAPE 24MM STANDARD,28,45,1,2025-09-06 10:05:07.637041+00,8060213810522,false,,pcs
1636,ARMAK STATIONERY TAPE 24MM 50YDS,28,19,2,2025-09-06 10:06:48.394631+00,4806011614139,false,,pcs
1637,MASKING TAPE SMALL,28,25,6,2025-09-06 10:08:02.049505+00,0111,false,,pcs
1638,MASKING TAPE MEDIUM,28,50,6,2025-09-06 10:09:21.601645+00,0112,false,,pcs
1639,JACOBS CLAER TAPE 2INCH,28,25,1,2025-09-06 10:13:05.084008+00,0113,false,,pcs
1640,CRAYONS 6 NON-TOXIC,28,15,7,2025-09-06 10:17:58.763582+00,6942139318837,false,,pcs
1641,HBW ATECH ERASER,28,10,6,2025-09-06 10:19:12.13824+00,4715925410020,false,,pcs
1642,CRAYOLA CRAYONS 24PCS,28,123,2,2025-09-06 10:20:48.993142+00,071662100247,false,,pcs
1643,CRAYOLA CRAYONS 8PCS,28,40,5,2025-09-06 10:21:17.161664+00,071662100087,false,,pcs
1644,PILOT WHITEBORD MARKER BLUE BULLET MEDIUM,28,75,0,2025-09-06 10:22:24.215675+00,4902505355783,false,,pcs
1645,CHENYUN WHITE BOARD MARKER,28,25,1,2025-09-06 10:27:09.210455+00,6947021911011,false,,pcs
1646,HBW211 RED PERMANENT MARKER,28,20,3,2025-09-06 10:29:07.742229+00,2742596901092,false,,pcs
1647,HBW211 BLUE PERMANENT MARKER,28,20,4,2025-09-06 10:30:19.85881+00,2742596901085,false,,pcs
1648,PINOY THUMB TACKS,28,18,0,2025-09-06 10:30:53.785546+00,4855655154570,false,,pcs
1649,TWO COLOUR DOUBLE COLOR WHITEBOARD PEN,28,30,1,2025-09-06 10:33:33.468058+00,6947021910007,false,,pcs
1650,MIMI COMPASS SET,28,50,1,2025-09-06 10:34:17.869295+00,6957038180560,false,,pcs
1651,MIYAGI HIGHLIGHTER PINK,28,15,1,2025-09-06 10:34:57.259234+00,4806037409252,false,,pcs
1652,AMPAO ENVELOPE,28,3,37,2025-09-06 10:39:14.647466+00,0114,false,,pcs
1653,EAGLE STAPLE WIRE,28,20,3,2025-09-06 10:40:09.708247+00,6927262716019,false,,pcs
1654,PRICE STAPLE WIRES 1000PCS,28,20,4,2025-09-06 10:48:24.204198+00,4806523010009,false,,pcs
1655,EASY WATERCOLOR 12 COLORS,28,112,3,2025-09-06 10:52:21.740978+00,4820186947229,false,,pcs
1656,GILLETTE RUBIE II,28,32,0,2025-09-06 10:53:19.14725+00,4902430441896,true,2025-09-21 12:30:33.207+00,pcs
1657,ELMERS GLUE ALL 40G,28,28,11,2025-09-06 10:54:49.217875+00,026000223751,false,,pcs
1658,NAILS CUTICLE REMOVER 60ML,28,9,2,2025-09-06 10:55:32.342326+00,4800147300355,false,,pcs
1659,NAILS CUTICLE REMOVER 120ML,28,13,2,2025-09-06 10:56:11.793559+00,4800147300362,false,,pcs
1660,CUTICLE TINT 120ML,28,33,2,2025-09-06 10:57:23.512067+00,4800147300126,false,,pcs
1661,CUTICLE TINT 30ML,28,12,2,2025-09-06 10:57:58.661716+00,4800147300102,false,,pcs
1662,JACKIE CUTICLE REMOVER 60ML,28,25,3,2025-09-06 10:58:47.975791+00,4809012175128,false,,pcs
1663,JACKIE NAIL TINT 30ML,28,15,11,2025-09-06 10:59:45.715415+00,4809012175289,false,,pcs
1664,GATSBY STYLING WAX 3G,28,6,12,2025-09-06 11:00:58.685892+00,4902806015560,false,,pcs
1665,GELEE HAIR WORKS STYLING GEL 12G,28,5,11,2025-09-06 11:02:32.405448+00,4800131591059,false,,pcs
1666,BEKNN ID LACE 54X85MM,28,40,2,2025-09-06 11:04:52.034475+00,6972284158057,false,,pcs
1667,MRP PLANT SHOE GLUE,28,8,3,2025-09-06 11:06:23.806485+00,6926073468650,false,,pcs
1668,REXONA MEN ICE COOL 3ML,28,8,10,2025-09-06 11:30:15.70921+00,4800888160027,false,,pcs
1669,REXONA SHOWER CLEAN 3ML,28,5,2,2025-09-06 11:31:31.050074+00,4800888150608,false,,pcs
1670,REXONA POWDER DRY 3ML,28,5,1,2025-09-06 11:32:20.754234+00,4800888158888,false,,pcs
1671,GLUE STICK PC,28,5,50,2025-09-06 22:34:56.728945+00,0116,false,,pcs
1672,DORCO STAINLESS BLADE 10PCS,28,80,10,2025-09-06 22:42:35.065641+00,8801038200019,false,,pcs
1673,CARDINAL DISPOSABLE SYRIMGES (15G),28,10,5,2025-09-06 22:45:06.087153+00,4806530871136,false,,pcs
1674,CAMPHOR EUCALYPTUS OIL MENTHOL BRONCHO RUB CITRUS (10G),28,29,4,2025-09-06 22:51:02.33355+00,4800011119410,false,,pcs
1675,"VICKS VAPO RUB CAMPHOR, MENTOL EUCALYPTUS OIL (10G)",28,26,2,2025-09-06 22:54:57.931537+00,4987176600776,false,,pcs
1676,"VICKS VAPO RUB CAMPHOR, MENTOL EUCALYPTUS OIL (5G)",28,40,2,2025-09-06 22:57:27.069743+00,4987176600769,false,,pcs
1679,BIRCH TREE FORTIFIED 33G,31,11,34,2025-09-06 23:29:49.74613+00,748485401492,false,,pcs
1680,BIRCH TREE FORTIFIED TWIN PACK 64G,31,17,18,2025-09-06 23:30:42.413205+00,748485915036,false,,pcs
1681,BIRCH TREE ADULT BOOST 33G,31,18,31,2025-09-06 23:32:42.315292+00,748485401744,false,,pcs
1682,REVITALIFE SHAPE WITH STEVIA 20G,31,20,17,2025-09-06 23:32:56.065066+00,0115,false,,pcs
1683,OVALTINE ALL-IN-ONE 260G,31,108,2,2025-09-06 23:33:49.596405+00,4808591800056,false,,pcs
1684,REVITALIFW MAGUI BERRY & MANGOSTEEN 22G,31,20,7,2025-09-06 23:33:51.773116+00,0116,false,,pcs
1685,OVALTINE ALL IN ONE 495G,31,188,0,2025-09-06 23:34:24.02011+00,8850086434952,false,,pcs
1686,GREAT TASTE WHITE CARAMEL 50G,31,14,1,2025-09-06 23:35:37.009218+00,4800016022227,false,,pcs
1687,KREM TOP COFFEE CREAMER 220G,31,67,0,2025-09-06 23:36:18.172747+00,4800575425033,false,,pcs
1688,KREM-TOP COFFEE CREAMER 150G,31,53,2,2025-09-06 23:36:52.391212+00,4800575425026,false,,pcs
1691,NESCAFE ORIGINAL DARK ROAST  40G,31,16,38,2025-09-06 23:44:47.937464+00,4800361415347,false,,pcs
1692,KREM-TOP COFFEE CREAMER 80G,31,26,2,2025-09-06 23:45:49.806248+00,4800575425019,false,,pcs
1693,BLEND 45 MALUNGGAY COFFEEMIX 52G,31,13,17,2025-09-06 23:45:57.177818+00,4800016024313,false,,pcs
1694,BIRCH TREE FORTIFIED POWDERED MILK 925G,31,322,2,2025-09-06 23:46:25.786017+00,748485401706,false,,pcs
1695,MILO POWDERED CHOCO MALT 24G,31,10,5,2025-09-06 23:48:35.889582+00,4800361413480,false,,pcs
1696,MILO POWDERED CHOCO MALT 150G,31,56,4,2025-09-06 23:49:06.509133+00,4800361421959,false,,pcs
1697,MILO POWDERED CHOCO MALT 300G,31,110,5,2025-09-06 23:50:14.254043+00,4800361381246,false,,pcs
1698,KOPIMO VEGGIE COFFEE  MALUNGGAY 20G,31,17,7,2025-09-07 00:03:53.118031+00,710535641011,false,,pcs
1703,TOP CAFE PALM SUGAR TRIPLE PACK 22G,31,16,0,2025-09-07 00:11:17.380015+00,8998866623032,false,,pcs
1704,KOPIKO BLACK 3IN1 TWIN PACK 26G,31,15,9,2025-09-07 00:12:18.28938+00,8998666001702,false,,pcs
1705,CHAMPION ENERGEN TWIN 60G,31,15,3,2025-09-07 00:13:25.687967+00,8996001603444,false,,pcs
1707,KOPIKO CAFE MOCHA TWIN 51G,31,15,7,2025-09-07 00:15:30.891758+00,8998666002983,false,,pcs
1708,ENERGEN VANILLA 40G,31,10,12,2025-09-07 00:16:19.729769+00,8996001440124,false,,pcs
1710,KOPIKO  CAPPUCCINO 25G,31,10,29,2025-09-07 00:18:55.649658+00,8996001414002,false,,pcs
1711,KOPIKO CREAMY XCARAMELO TWIN 50G,31,15,21,2025-09-07 00:20:36.561282+00,8998666002792,false,,pcs
1712,ALASKA FORTIFIED POWDERED MILK 33G,31,12,14,2025-09-07 00:20:44.043691+00,0117,false,,pcs
1713,BIRCH TREE FORTIFIED POWDERED MILK 300G,31,120,1,2025-09-07 00:21:49.417576+00,0118,false,,pcs
1715,ENERGEN CHOCOLATE 40G,31,10,24,2025-09-07 00:23:08.022343+00,8996001440049,false,,pcs
1716,NESCAFE CREAMY LATTE 25G,31,10,8,2025-09-07 00:27:10.136049+00,4800361383493,false,,pcs
1717,KOPIKO BLACK 3IN ONE 30G,31,10,56,2025-09-07 00:28:09.66437+00,8996001410226,false,,pcs
1719,BEAR BRAND ADULT PLUS POWDERED MILK 180G,31,110,0,2025-09-07 00:29:40.178818+00,4800361379397,false,,pcs
1720,KOPIKO BLANCA CREAMY COFFEE MIX 30G,31,8,23,2025-09-07 00:31:42.592665+00,8996001414309,false,,pcs
1721,KOPIKO BLANCA TWIN CREAMY COFFEE MIX 52G,31,15,20,2025-09-07 00:33:14.112131+00,8998666001726,false,,pcs
1722,BEAR BRAND ADULT PLUS POWDERED MILK 600G,31,299,0,2025-09-07 00:44:32.416986+00,4800361380836,false,,pcs
1723,JIMMS 3PLUS1 W/ GINSENG 20G,31,8,0,2025-09-07 00:46:15.98672+00,4806509690881,false,,pcs
1724,BEAR BRAND ADULT PLUS POWDERED MILK 33G,31,20,13,2025-09-07 00:47:05.410755+00,4800361396677,false,,pcs
1726,BEAR BRAND FORTIFIED CHOCO MILK 300G,31,124,3,2025-09-07 00:48:03.627689+00,4800361393492,false,,pcs
1727,JIMMS 5 IN 1 GINSENG & MUSHROOM,31,13,0,2025-09-07 00:49:40.938716+00,4806509690539,false,,pcs
1731,WHITE BEANS,28,38,7,2025-09-07 00:52:57.324601+00,0119,false,,pcs
1732,PETCHAY,38,56,2,2025-09-07 00:53:57.206349+00,0120,false,,pcs
1733,SAMIS CAPPUCCINO 28G,31,8,3,2025-09-07 00:57:39.802696+00,4806521796837,false,,pcs
1734,BEAR BRAND FORTIFIED POWEDERED MILK 840G,31,339,1,2025-09-07 00:57:49.861222+00,4800361388047,false,,pcs
1735,BEAR BRAND FORTIFIED POWEDERED MILK 1210G,31,487,2,2025-09-07 00:58:43.223589+00,4800361388337,false,,pcs
1736,SAMIS BROWN COFFEE 28G,31,8,13,2025-09-07 00:59:31.783337+00,4806521796820,false,,pcs
1737,"TALONG / TARONG ",38,95,1.8499999999999996,2025-09-07 01:00:00.992157+00,0121,false,,kg
1738,BURNED MEAT,38,430,4,2025-09-07 01:02:45.460753+00,0122,false,,kg
1739,DAP-AYAN BANANA MUFFINS,35,23,5,2025-09-07 01:06:49.637028+00,4806537830013,false,,pcs
1740,DAP-AYAN MILK MUFFINS,35,42,0,2025-09-07 01:07:43.229863+00,18065374,true,2025-09-11 01:00:09.771+00,pcs
1741,DAP-AYAN UBE ENSAYMADA,35,35,1,2025-09-07 01:08:46.588366+00,0123,false,,pcs
1742,REVITA LIFE 7-IN-1 21G,31,20,12,2025-09-07 01:09:02.830795+00,0124,false,,pcs
1743,GREAT TASTE PREMIUM CLASSIC 100G,31,114,4,2025-09-07 01:10:10.299403+00,4800016012280,false,,pcs
1744,DAP-AYAN HOPIA UBE,35,41,3,2025-09-07 01:10:16.801417+00,0125,false,,pcs
1745,DAP-AYAN HOPIA SIBUYAS,35,41,3,2025-09-07 01:10:44.188504+00,0126,false,,pcs
1747,DAP-AYAN PIANONO,35,39,3,2025-09-07 01:11:53.564147+00,4806537830211,false,,pcs
1748,GREAT TASTE GRANULES STRONG 50G,31,59,3,2025-09-07 01:12:41.340875+00,4800010012033,false,,pcs
1749,GREAT TASTE GRANULES STRONG 100G,31,116,1,2025-09-07 01:13:39.620675+00,4800010012019,false,,pcs
1750,DAP-AYAN CHEEZY DINNER ROLL,35,51,1,2025-09-07 01:13:40.568919+00,0127,false,,pcs
1751,DAP-AYAN BALINTAWAK,35,33,2,2025-09-07 01:14:26.263721+00,4806537830006,false,,pcs
1752,GREAT TASTE CREAM ALL CREAMER 170G,31,49,0,2025-09-07 01:14:38.075635+00,4800016024061,false,,pcs
1754,DAP-AYAN PANDE COCO,35,29,1,2025-09-07 01:19:06.053558+00,4806537830204,false,,pcs
1755,DAP-AYAN CHOCO ROLL,35,26,4,2025-09-07 01:20:01.20338+00,4806537830327,false,,pcs
1756,QUAKER INSTANT OATMEAL BLUEBERRY 200G,31,50,4,2025-09-07 01:23:35.250374+00,4800274020027,false,,pcs
1757,DAP-AYAN PAN DE UBE,35,33,3,2025-09-07 01:24:10.89582+00,4806537830198,false,,pcs
1758,QUAKER INSTANT OATMEAL STRAWBERRY 200G,31,48,4,2025-09-07 01:24:40.485058+00,4800274020010,false,,pcs
1761,DAP-AYAN UBE ROUND,35,37,2,2025-09-07 01:27:52.578598+00,4806537830303,false,,pcs
1762,GOLDEN OATS WHOLE GRAIN 400G,31,84,2,2025-09-07 01:28:46.780205+00,4800186001268,false,,pcs
1763,MIYAGI HIGHLIGHTER BLUE,31,15,1,2025-09-07 01:34:01.652159+00,4806037409269,false,,pcs
1764,MIYAGI HIGHLIGHTER YELLOW,28,15,1,2025-09-07 01:34:39.175609+00,4806037409221,false,,pcs
1765,IDRINC CALAMANSI JUICE 250ML,36,12,0,2025-09-07 01:35:17.70833+00,745314465298,false,,pcs
1766,CREAM SILK HAIR FALL DEF. 2 WASH 22ML,30,10,2,2025-09-07 01:36:15.949407+00,4800888283122,false,,pcs
1767,MIYAGI HIGHLIGHTER ORANGE,28,15,1,2025-09-07 01:37:56.369633+00,4806037409245,false,,pcs
1768,MIYAGI HIGHLIGHTER GREEN,28,15,2,2025-09-07 01:38:54.412353+00,4806037409238,false,,pcs
1769,EVEREADY GOLD ALKALINE AA,28,94,0,2025-09-07 01:40:30.287769+00,8888021307719,false,,pcs
1770,DAP-AYAN STRAWBERRY CHEESE BAR,35,105,0,2025-09-07 02:02:33.800253+00,0128,false,,pcs
1771,DAP-AYAN UBE CHEESE BAR,35,105,1,2025-09-07 02:02:56.553057+00,0129,false,,pcs
1772,DAP-AYAN CHEESE BAR,35,105,1,2025-09-07 02:03:18.59107+00,0130,false,,pcs
1773,DAP-AYAN TORTA,35,30,0,2025-09-07 02:04:00.292508+00,0131,true,2025-09-27 01:30:20.073+00,pcs
1774,DAP-AYAN CHEESE CUPCAKE,35,79,1,2025-09-07 02:04:48.403686+00,0132,false,,pcs
1775,DAP-AYAN CRINKLES,35,34,0,2025-09-07 02:05:45.295037+00,4806537830099,false,,pcs
1776,DAP-AYAN MOJACKO,35,26,2,2025-09-07 02:06:13.097751+00,4806537830150,false,,pcs
1777,GUMMIES,28,5,431,2025-09-07 02:06:48.233986+00,0133,false,,pcs
1778,CANDIES ASST.,28,1,897,2025-09-07 02:08:54.333142+00,0134,false,,pcs
1779,FITA SPREADZ 25G,33,8,4,2025-09-07 02:10:04.406846+00,750515017818,false,,pcs
1780,DUTCH MILL YOGHURT DRINK MANGO JUICE 90ML,33,13,0,2025-09-07 02:14:50.210026+00,298853002310415,true,2025-09-28 11:09:25.899+00,pcs
1781,SIOPAO MERYENDA,36,40,1,2025-09-07 02:16:24.907066+00,0134,false,,pcs
1782,SIOMAI MERYENDA PER PC,36,5,0,2025-09-07 02:17:10.327946+00,0135,false,,pcs
1783,JAPANESE SIOMAI MERYENDA 3PCS,36,20,32,2025-09-07 02:17:49.186444+00,0136,false,,pcs
1784,DAP-AYAN CINNAMON BREAD,35,37,1,2025-09-07 02:23:27.647769+00,4806537830075,false,,pcs
1785,RAJENS ASSORTED,35,27,35,2025-09-07 02:25:11.492389+00,0137,false,,pcs
1786,RAJENS LOAF,35,53,1,2025-09-07 02:30:17.895232+00,0138,false,,pcs
1787,RAJENS MAMON,35,39,9,2025-09-07 02:31:24.005634+00,0139,false,,pcs
1788,RAJENS 29,35,29,0,2025-09-07 02:32:13.087255+00,082,true,2025-09-19 01:21:37.339+00,pcs
1789,RAJENS BUNS,35,38,5,2025-09-07 02:33:50.644186+00,0140,false,,pcs
1790,DAP-AYAN HOPIA HAPON,35,33,1,2025-09-07 02:34:02.767305+00,4806537830112,false,,pcs
1791,RAJENS COOKIES,35,27,4,2025-09-07 02:34:28.441271+00,0141,false,,pcs
1792,DAP-AYAN POLVORON COOKIES,35,30,3,2025-09-07 02:34:40.165512+00,4806537830266,false,,pcs
1793,RAJENS HOPIA,35,30,0,2025-09-07 02:35:10.626638+00,0142,false,,pcs
1794,ULING 1K,38,50,5,2025-09-07 02:35:44.520953+00,0143,false,,pcs
1795,DAP-AYAN SANICOLAS,35,26,2,2025-09-07 02:36:26.64709+00,4806537830273,false,,pcs
1796,VALLEY BREAD SPANISH BREAD,35,30,0,2025-09-07 02:39:25.905357+00,4809013017434,true,2025-09-10 00:56:16.003+00,pcs
1798,NESTEA APPLE 20 G,31,22,2,2025-09-07 02:41:06.714978+00,4800361382083,false,,pcs
1800,TANG MIXED BERRIES 19G,31,22,4,2025-09-07 02:48:13.253147+00,8850338024580,false,,pcs
1801,TANG POMELO 19G,31,22,24,2025-09-07 02:49:10.25493+00,7622210706768,false,,pcs
1802,TANG LEMON ICED TEA 19G,31,22,27,2025-09-07 02:50:48.452521+00,7622300601744,false,,pcs
1803,TANG CALAMANSI 19G,31,22,14,2025-09-07 02:51:41.407456+00,7622300858599,false,,pcs
1804,TANG APPLE 19G,31,22,8,2025-09-07 02:52:51.321555+00,7622300704148,false,,pcs
1805,TANG STRAWBERRY 19G,31,22,8,2025-09-07 02:53:44.879971+00,7622300638078,false,,pcs
1806,TANG ORANGE MANGO 19G,31,22,5,2025-09-07 02:54:36.166856+00,7622300638030,false,,pcs
1807,TANG LYCHEE 19G,31,22,30,2025-09-07 02:55:34.991971+00,8850338027895,false,,pcs
1808,TANG FOUR SEASONS 19G,31,21,4,2025-09-07 02:56:14.495349+00,7622300808365,false,,pcs
1809,TANG HONEY LEMON 19G,31,22,1,2025-09-07 02:57:06.400104+00,7622300858612,false,,pcs
1810,TANG ORANGE 19G,31,22,6,2025-09-07 02:58:20.161293+00,7622300559991,false,,pcs
1811,DAP-AYAN RAISIN BREAD,35,50,0,2025-09-07 03:20:01.841626+00,0120,true,2025-09-13 07:52:14.45+00,pcs
1813,OISHI MIGGOS NACHOS CHEESE 28G,33,6,2,2025-09-07 03:41:03.763222+00,4800194116145,false,,pcs
1814,PALTAT/ HITO,38,188,0.6000000000000001,2025-09-07 03:41:41.066918+00,0144,false,,kg
1815,CHICKEN BREAST,38,200,0,2025-09-07 04:25:56.230639+00,0145,false,,kg
1817,FRESCA TUNA LECHON PAKSIW 175G,31,31,6,2025-09-07 05:26:35.431291+00,748485900063,false,,pcs
1819,SILVER SWAN WOW SARAP 8G,31,3,2,2025-09-07 05:36:51.375617+00,4800344020742,false,,pcs
1821,KNORR CUBES CHICKEN 10G,31,7,0,2025-09-07 05:43:30.482673+00,4800888602718,false,,pcs
1822,KNORR CUBES BEEF 10G,31,7,22,2025-09-07 05:44:08.165941+00,4800888602732,false,,pcs
1823,KNORR CUBES SHRIMP 10G,31,7,21,2025-09-07 05:45:18.819504+00,4800888607959,false,,pcs
1824,SEVILLA RAISINS 200G,31,94,2,2025-09-07 06:02:43.294906+00,4800017928207,false,,pcs
1825,VGN POPCORN W/ CHIZ 200G,31,33,3,2025-09-07 06:04:03.986357+00,0146,false,,pcs
1826,COCO MAMA FRESH GATA 400ML,31,76,0,2025-09-07 06:04:48.691352+00,748485150093,false,,pcs
1827,COCO MAMA FRESH GATA 200ML,31,38,4,2025-09-07 06:05:28.856626+00,748485150079,false,,pcs
1828,INSTANT COCONUT MILK POWDER 50G,31,36,0,2025-09-07 06:06:21.483076+00,4804888050272,true,2025-09-27 02:52:51.08+00,pcs
1829,COCONUT KING CREAM POWDER 100G,31,86,1,2025-09-07 06:07:05.546379+00,4804888328814,false,,pcs
1830,UFC FUN CHOW RICE MIX 20G,31,16,3,2025-09-07 06:13:07.87929+00,4801668607848,false,,pcs
1831,FIESTA TROPICALE COCONUT CREAM 200ML,31,40,3,2025-09-07 06:16:00.48131+00,723681912867,false,,pcs
1832,CLICK ALUMINUM FOIL NO.5,30,35,1,2025-09-07 06:58:07.962205+00,0710497439886,false,,pcs
1833,CROCO ALUMINUM FOIL WRAP #8,30,45,1,2025-09-07 06:59:15.467735+00,4806503680147,false,,pcs
1835,MARCA LEON FRITO PLUS 900ML,31,135,1,2025-09-07 08:02:51.765014+00,48048805551319,false,,pcs
1836,UFC GOLDEN FIESTA SOYA OIL 1L,31,202,1,2025-09-07 08:05:44.556502+00,4801668601211,false,,pcs
1837,WAFER NISSIN YUMMY BUTTER 12G,33,3,2,2025-09-07 08:59:36.341554+00,4807770120220,false,,pcs
1839,HANSEL MILK SANDWICH,33,7,16,2025-09-07 09:03:02.489685+00,4800092113314,false,,pcs
1840,PRESTO CREAMS CHOCO PEANUT BUTTER,33,7,9,2025-09-07 09:07:00.840808+00,480001677906,false,,pcs
1841,FUDGEE BAR CHOCOLATE,33,9,12,2025-09-07 09:08:56.445551+00,4800092550904,false,,pcs
1842,HANSEL CHOCOLATE SANDWICH 31G,33,8,7,2025-09-07 09:10:24.484724+00,4800092113307,false,,pcs
1850,VALLEY BREAD CLASSIC WHOLE WHEAT 600G,35,72,4,2025-09-07 10:48:06.627594+00,4809013017472,false,,pcs
1852,VALLEY BREAD SPANISH BREAD,35,31,8,2025-09-07 11:01:55.115398+00,4809013017343,false,,pcs
1853,VALLEY BREAD COCO CREAM,35,44,3,2025-09-07 11:02:49.852195+00,4809013017441,false,,pcs
1857,"MINI ICE CREAM GRAPE,APPLE FLAVOR PR PC",28,6,10,2025-09-07 11:49:50.282011+00,0792649260678,false,,pcs
1858,WESLSY BERRIES GUMMY 15G PR PC,28,6,21,2025-09-07 11:51:33.959209+00,0792649260098,false,,pcs
1859,WESLSY SOUR GHOST SUGAR PR PC,28,6,4,2025-09-07 11:52:55.230092+00,0792649264898,false,,pcs
1860,"WESLSY FANTA SPRITE,COLA CANDY PR PC",28,5,19,2025-09-07 11:54:04.456582+00,0792649260814,false,,pcs
1861,ZIZI FRUIT GUMMY PR PC,28,5,18,2025-09-07 12:03:45.629632+00,0792649262436,false,,pcs
1862,TIWI YAK BABY XTRA SOUR FLAVOR PR PC,28,6,3,2025-09-07 12:05:01.717185+00,4806507620125,false,,pcs
1863,TIWI KONYAKU JELLY PR PC,28,5,7,2025-09-07 12:06:53.113353+00,0147,false,,pcs
1865,KATIALS OINTMENT (5G),28,50,1,2025-09-08 00:00:08.621503+00,4809010332769,false,,pcs
1866,EUGENOL  TOOTHACHE DROPS (7.5ML),28,85,1,2025-09-08 00:00:51.060561+00,4809010974839,false,,pcs
1868,CHEERS BABY OIL FLORABELLE 50ML,28,30,0,2025-09-08 00:02:49.958191+00,4800011123233,false,,pcs
